branch,lineage,differentiation,transition_weight,parameter,gdis,potential
0,SC-EC,1,0.5,0.6449764982373678,0.804601621508467,1.6321054094470784
0,SC-EC,1,0.5,0.6722238542890717,0.8073120166491108,1.649024873404888
0,SC-EC,1,0.5,0.7029230317273796,0.809568097260956,1.6622734065892517
0,SC-EC,1,0.5,0.734283196239718,0.810591326345852,1.6678926837963817
0,SC-EC,1,0.5,0.7648354876615746,0.8103178174812281,1.6643860301303122
0,SC-EC,1,0.5,0.7934048178613395,0.8092073942461407,1.6582164377833486
0,SC-EC,1,0.5,0.8227820211515864,0.8081806102153705,1.651273993129435
0,SC-EC,1,0.5,0.8550969447708578,0.8084467792569335,1.6516257671247485
0,SC-EC,1,0.5,0.8909371327849589,0.8109411881100426,1.6647702490455485
0,SC-EC,1,0.5,0.921783196239718,0.8165991235139096,1.6968925612256196
0,SC-EC,1,0.75,0.0240825688073394,0.6869379987298538,1.1165777690572578
0,SC-EC,1,0.75,0.03583715596330275,0.6432715725457158,1.0910877909530214
0,SC-EC,1,0.75,0.04705930537352555,0.6167612786572719,0.99532212025854
0,SC-EC,1,0.75,0.057298492791612,0.6081120642312869,0.9131638682959529
0,SC-EC,1,0.75,0.06950360419397114,0.6180288764345248,0.8957966629131445
0,SC-EC,1,0.75,0.082036369593709,0.6485940160986368,1.0371700199450307
0,SC-EC,1,0.75,0.10087647444298814,0.7112449621259896,1.242672771459409
0,SC-EC,1,0.75,0.120740498034076,0.7811638742578182,1.5143032859463141
0,SC-EC,1,0.75,0.13765563564875483,0.8405176853805003,1.8695514670271476
0,SC-EC,1,0.75,0.15510321100917424,0.877019424508162,2.414283652084801
0,SC-EC,1,0.75,0.17132208387942333,0.8926774420602872,2.173793480200756
0,SC-EC,1,0.75,0.19237385321100914,0.8904628609565888,2.1156213703820343
0,SC-EC,1,0.75,0.2093709043250327,0.8770510233244699,2.0393506039817577
0,SC-EC,1,0.75,0.2279652686762778,0.8562801587867279,1.9341686154816755
0,SC-EC,1,0.75,0.24569954128440363,0.8349355057600399,1.8239655633741425
0,SC-EC,1,0.75,0.26413007863695936,0.8010629447275398,1.682989535085454
0,SC-EC,1,0.75,0.2838302752293578,0.759905403468699,1.4478634421603986
0,SC-EC,1,0.75,0.30520969855832236,0.7185792046163287,1.2488112361188013
0,SC-EC,1,0.75,0.32527850589777185,0.6855724925428426,1.1292832472172671
